Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeName
36,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,55875,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Jessica Mccarthy
37,No,Travel_Rarely,804,Sales,2,3,Marketing,1,55876,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Michael Mclean
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,55877,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Ann Ramirez
42,No,Travel_Rarely,804,Research & Development,2,4,Life Sciences,1,55878,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Brian Cook
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,55879,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Joseph Hall
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,55880,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Robert Miller
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,55881,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,Dr. Micheal Smith
36,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,55882,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Randall Stevens
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,55883,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,Emily Padilla
36,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,55884,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,Kristina Campos
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,55885,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Jeffrey Shelton
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,55886,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,Cynthia Fisher
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,55887,4,Male,35,3,5,Manager,4,Married,4374,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Jared Mcclain
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,55888,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,Katherine Hall DDS
33,No,Travel_Rarely,804,Sales,8,4,Marketing,1,55889,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Maria Stephens
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,55890,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,Robert Gray
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,55891,3,Female,71,3,1,Research Scientist,3,Divorced,4374,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,Paula Stone
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,55892,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,Danielle Chan
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,55893,2,Male,42,3,1,Research Scientist,4,Married,4374,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,Veronica Collins
36,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,55894,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Yesenia Roberts
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,55895,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,Jay Dickson
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,55896,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,Christopher Ferguson
29,No,Travel_Rarely,804,Sales,3,2,Medical,1,55897,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,Courtney Mckinney
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,55898,2,Male,82,1,2,Research Scientist,4,Single,4374,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,Shannon Ruiz
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,55899,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,Kelly Fields
54,No,Travel_Rarely,804,Human Resources,19,4,Medical,1,55900,3,Male,88,3,3,Human Resources,2,Married,3886,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Thomas Pope
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,55901,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Derrick Jones
27,No,Travel_Rarely,804,Research & Development,3,4,Medical,1,55902,1,Male,54,2,1,Research Scientist,4,Single,4374,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,Joshua Larsen
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,55903,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Jennifer Walker
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,55904,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Amy Stewart
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,55905,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,Miguel Reyes
36,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,55906,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Anthony Ford
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,55907,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,Robin Bell
36,No,Travel_Rarely,243,Sales,7,4,Marketing,1,55908,4,Female,46,2,2,Sales Executive,4,Single,5744,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Samuel Rivera
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,55909,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,Dr. Alison Jackson MD
36,No,Travel_Rarely,804,Sales,2,1,Marketing,1,55910,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,Karen Martinez
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,55911,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,Jeffrey Hartman
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,55912,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,Ashley Perry MD
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,55913,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Dr. Carla Brown
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,55914,4,Female,46,2,3,Healthcare Representative,2,Single,4374,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,Monica Sampson
36,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,55915,1,Female,65,3,2,Sales Executive,3,Single,5744,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Thomas Martinez
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,55916,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,Thomas Stevens
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,55917,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,Leonard Reynolds
36,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,55918,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Nicole Vaughn
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,55919,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,Frederick Harris
36,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,55920,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Thomas Mcclure
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,55921,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,Timothy Rivera
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,55922,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,Matthew Garcia
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,55923,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Derek Pitts
36,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,55924,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,Kelli Duncan
41,No,Travel_Rarely,804,Human Resources,10,4,Human Resources,1,55925,2,Male,73,2,5,Manager,4,Divorced,3886,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,Samuel West
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,55926,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,Susan Garrett
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,55927,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,Toni Miller
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,55928,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,Cheryl Morales
50,No,Travel_Rarely,804,Sales,8,4,Marketing,1,55929,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,Heather Matthews
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,55930,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Melinda Gardner
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,55931,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,Denise Leon
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,55932,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,Hailey Wolfe
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,55933,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,Stephanie Jenkins
36,No,Travel_Frequently,217,Sales,3,3,Medical,1,55934,4,Female,49,3,4,Sales Executive,3,Divorced,5744,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,Kimberly Elliott
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,55935,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7,Mr. Robert Dixon DDS
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,55936,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,Troy Jones
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,55937,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Matthew Brown
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,55938,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,Thomas Moore
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,55939,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,Joanne Collins
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,55940,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,Kevin Maxwell
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,55941,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,Brent Lopez
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,55942,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,Shelley Gonzalez
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,55943,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,David Gomez
36,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,55944,4,Female,55,2,2,Healthcare Representative,1,Single,4374,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,Rebecca Roman
36,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,55945,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,Troy Hamilton
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,55946,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,Craig Silva
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,55947,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,Joseph Armstrong
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,55948,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,Lance Jones
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,55949,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,Amanda Reyes
36,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,55950,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,Danny Evans
36,No,Travel_Rarely,621,Sales,3,4,Marketing,1,55951,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,Emily Smith
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,55952,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Peter Coleman
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,55953,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,Robert Shelton
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,55954,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,Sherri Knox
23,No,Travel_Rarely,804,Research & Development,10,1,Medical,1,55955,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,Kevin Burgess
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,55956,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,Michelle Holden
34,No,Travel_Rarely,304,Sales,2,3,Other,1,55957,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,Jennifer Ryan
55,Yes,Travel_Rarely,804,Research & Development,2,3,Medical,1,55958,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,Angela Diaz
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,55959,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,Brenda Vega
52,No,Non-Travel,804,Research & Development,19,4,Medical,1,55960,4,Male,41,3,1,Research Scientist,4,Married,4374,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,Michelle Hunt
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,55961,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,Kimberly Rodriguez
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,55962,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,James Phillips
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,55963,4,Male,38,2,2,Sales Executive,1,Single,5744,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,Mia Tucker
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,55964,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,Lisa Rodriguez
36,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,55965,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,Pamela Black
27,No,Travel_Frequently,804,Sales,8,1,Marketing,1,55966,3,Male,84,3,2,Sales Executive,4,Married,5744,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,Riley Owen
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,55967,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,Ashley Thomas
36,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,55968,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,Clarence Smith
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,55969,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,David Mann
35,No,Travel_Rarely,804,Sales,8,4,Life Sciences,1,55970,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,Andre Johnson
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,55971,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,Barbara Rojas
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,55972,3,Female,38,4,2,Healthcare Representative,2,Married,4374,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7,Stacey Fisher
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,55973,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,Rachel Stewart
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,55974,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,Y,No,13,3,2,80,1,24,4,2,24,7,14,9,Paula Walker
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,55975,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0,Lisa Wallace
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,55976,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,Jody Everett
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,55977,4,Female,82,3,2,Laboratory Technician,3,Married,4374,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,Michelle Rubio
50,No,Travel_Rarely,804,Research & Development,2,3,Medical,1,55978,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,Derek Evans
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,55979,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Ryan Lopez
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,55980,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,John Allen
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,55981,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,Jamie Hernandez
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,55982,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,Barry Mccoy
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,55983,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,Gregory Carpenter
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,55984,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,William Parker
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,55985,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8,Scott Dunn
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,55986,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,Jeffery Williams
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,55987,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,Dylan Ross
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,55988,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,Stephanie Adams
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,55989,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,Stephen Hawkins MD
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,55990,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,Courtney Peterson
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,55991,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,Sophia Brown
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,55992,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,Brent Holmes
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,55993,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,James Lawson
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,55994,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,Gina Preston
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,55995,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,John Clements
36,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,55996,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,Philip Williams
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,55997,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,Brandon Davis
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,55998,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,Robert Spencer
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,55999,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,Darren Williams
36,No,Travel_Rarely,804,Research & Development,5,1,Technical Degree,1,56000,3,Male,42,2,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,Christine Evans
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,56001,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,Patricia Chavez
28,No,Travel_Rarely,804,Sales,2,4,Marketing,1,56002,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,Nicholas Wallace
36,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,56003,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,Mr. Robert Lane
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,56004,3,Female,88,2,1,Research Scientist,3,Married,4374,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,William Booth
